time (s), R (V),time (s), S (V),time (s), T (V)
4.22981e-06, 0.000764216, 4.22336e-06, -0.00182153, 4.2263e-06, 0.000656491
4.24544e-06, 0.00019813, 4.23898e-06, -0.00159384, 4.24193e-06, 0.000542319
4.26106e-06, -0.000367956, 4.25461e-06, -0.00136615, 4.25755e-06, 8.56293e-05
4.27669e-06, -0.000141521, 4.27023e-06, -0.00148, 4.27318e-06, -0.000599405
4.29231e-06, -0.000509477, 4.28586e-06, -0.00148, 4.2888e-06, -0.00082775
4.30794e-06, -0.00039626, 4.30148e-06, -0.000825382, 4.30443e-06, -0.00037106
4.32356e-06, -0.000113217, 4.31711e-06, -2.84614e-05, 4.32005e-06, -0.000485233
4.33919e-06, -2.83043e-05, 4.33273e-06, 0.00113846, 4.33568e-06, -0.000256888
4.35481e-06, 0, 4.34836e-06, 0.00250461, 4.3513e-06, 0.000656491
4.37044e-06, 0.000283043, 4.36398e-06, 0.00330153, 4.36693e-06, 0.000542319
4.38606e-06, 0.000481173, 4.37961e-06, 0.00387076, 4.38255e-06, -0.000142716
4.40169e-06, 0.000707607, 4.39523e-06, 0.00475306, 4.39818e-06, 0.000199802
4.41731e-06, 0.000707607, 4.41086e-06, 0.00455383, 4.4138e-06, 0.000199802
4.43294e-06, 0.000905737, 4.42648e-06, 0.00406999, 4.42943e-06, 0.000199802
4.44856e-06, 0.00079252, 4.44211e-06, 0.00406999, 4.44505e-06, -0.00037106
4.46419e-06, 0.000311347, 4.45773e-06, 0.00293153, 4.46068e-06, -0.000228345
4.47981e-06, 0.000764216, 4.47336e-06, 0.00204922, 4.4763e-06, -0.000799207
4.49544e-06, 0.000764216, 4.48898e-06, 0.000113846, 4.49193e-06, -0.00148424
4.51106e-06, 0.000537781, 4.50461e-06, -0.00159384, 4.50755e-06, -0.00137007
4.52669e-06, 0.000452869, 4.52023e-06, -0.00239076, 4.52318e-06, -0.00182676
4.54231e-06, 0.000113217, 4.53586e-06, -0.00318768, 4.5388e-06, -0.00194093
4.55794e-06, -0.000226434, 4.55148e-06, -0.00372845, 4.55443e-06, -0.00171259
4.57356e-06, -0.000367956, 4.56711e-06, -0.00421229, 4.57005e-06, -0.000570862
4.58919e-06, -0.000934041, 4.58273e-06, -0.00461075, 4.58568e-06, -0.00102755
4.60481e-06, -0.000934041, 4.59836e-06, -0.00409845, 4.6013e-06, -0.00159841
4.62044e-06, -0.00127369, 4.61398e-06, -0.00358614, 4.61693e-06, -0.0012559
4.63606e-06, -0.00161334, 4.62961e-06, -0.00350076, 4.63255e-06, -0.000485233
4.65169e-06, -0.00147182, 4.64523e-06, -0.00313076, 4.64818e-06, -0.000114172
4.66731e-06, -0.00169826, 4.66086e-06, -0.00216307, 4.6638e-06, 0
4.68294e-06, -0.00147182, 4.67648e-06, -0.00239076, 4.67943e-06, -0.00037106
4.69856e-06, -0.00101895, 4.69211e-06, -0.00267538, 4.69505e-06, -0.000685034
4.71419e-06, -0.00079252, 4.70773e-06, -0.00250461, 4.71068e-06, -0.00119881
4.72981e-06, -0.000452869, 4.72336e-06, -0.00219153, 4.7263e-06, -0.000770664
4.74544e-06, 0.00079252, 4.73898e-06, -0.00207769, 4.74193e-06, -0.000142716
4.76106e-06, 0.00113217, 4.75461e-06, -0.00264691, 4.75755e-06, 0.000313974
4.77669e-06, 0.00113217, 4.77023e-06, -0.00264691, 4.77318e-06, 0.000228345
4.79231e-06, 0.00181147, 4.78586e-06, -0.00241922, 4.7888e-06, -0.000285431
4.80794e-06, 0.00192469, 4.80148e-06, -0.00230538, 4.80443e-06, -0.000485233
4.82356e-06, 0.00169826, 4.81711e-06, -0.00219153, 4.82005e-06, -8.56293e-05
4.83919e-06, 0.00158504, 4.83273e-06, -0.00184999, 4.83568e-06, -0.000713578
4.85481e-06, 0.0013303, 4.84836e-06, -0.00173615, 4.8513e-06, -0.00105609
4.87044e-06, 0.00099065, 4.86398e-06, -0.00139461, 4.86693e-06, -0.000742121
4.88606e-06, 0.000650999, 4.87961e-06, -0.000939228, 4.88255e-06, -0.000485233
4.90169e-06, -0.000254739, 4.89523e-06, -0.00105307, 4.89818e-06, -0.000685034
4.91731e-06, -0.000254739, 4.91086e-06, -0.00128076, 4.9138e-06, -0.000570862
4.93294e-06, -0.000707607, 4.92648e-06, -0.000939228, 4.92943e-06, -0.000342517
4.94856e-06, -0.000481173, 4.94211e-06, -0.000825382, 4.94505e-06, 0.000228345
4.96419e-06, -0.000452869, 4.95773e-06, -0.000739998, 4.96068e-06, 0.000685034
4.97981e-06, -0.000226434, 4.97336e-06, -0.000996151, 4.9763e-06, 0.000799207
4.99544e-06, -0.000452869, 4.98898e-06, -0.000967689, 4.99193e-06, 0.000228345
5.01106e-06, -0.000452869, 5.00461e-06, -0.000825382, 5.00755e-06, -0.000913379
5.02669e-06, -0.000452869, 5.02023e-06, -0.00148, 5.02318e-06, -0.00159841
5.04231e-06, -0.000339651, 5.03586e-06, -0.000825382, 5.0388e-06, -0.00159841
5.05794e-06, 0.000113217, 5.05148e-06, -0.000768459, 5.05443e-06, -0.00102755
5.07356e-06, -0.000452869, 5.06711e-06, -0.00133769, 5.07005e-06, -0.0012559
5.08919e-06, -0.000905737, 5.08273e-06, -0.000996151, 5.08568e-06, -0.00194093
5.10481e-06, -0.000452869, 5.09836e-06, -0.000768459, 5.1013e-06, -0.00194093
5.12044e-06, 0.000113217, 5.11398e-06, -0.000569229, 5.11693e-06, -0.00196947
5.13606e-06, 0.000679303, 5.12961e-06, -0.00079692, 5.13255e-06, -0.00139861
5.15169e-06, 0.000452869, 5.14523e-06, 0.000113846, 5.14818e-06, -2.85431e-05
5.16731e-06, 0.000226434, 5.16086e-06, 0.000113846, 5.1638e-06, 0.000428147
5.18294e-06, 0.000311347, 5.17648e-06, -0.000569229, 5.17943e-06, 0.000542319
5.19856e-06, 0.000566086, 5.19211e-06, 0.000227692, 5.19505e-06, 0.000428147
5.21419e-06, 0, 5.20773e-06, 0.000227692, 5.21068e-06, 0.000542319
5.22981e-06, -0.000226434, 5.22336e-06, 0, 5.2263e-06, 0.000199802
5.24544e-06, -0.000113217, 5.23898e-06, -0.000142307, 5.24193e-06, 0.000770664
5.26106e-06, -0.000113217, 5.25461e-06, -0.000256153, 5.25755e-06, 0.000999009
5.27669e-06, -0.000566086, 5.27023e-06, 0.000313076, 5.27318e-06, 0.000913379
5.29231e-06, -0.00124539, 5.28586e-06, 0.000569229, 5.2888e-06, 0.000656491
5.30794e-06, -0.000679303, 5.30148e-06, 0.000113846, 5.30443e-06, 0.000199802
5.32356e-06, -0.000566086, 5.31711e-06, 0.000113846, 5.32005e-06, 0
5.33919e-06, -0.000679303, 5.33273e-06, 0.000341537, 5.33568e-06, -0.000228345
5.35481e-06, -0.000226434, 5.34836e-06, 0.000569229, 5.3513e-06, -0.000342517
5.37044e-06, -0.000113217, 5.36398e-06, 0.000569229, 5.36693e-06, -0.000342517
5.38606e-06, -0.00158504, 5.37961e-06, 0, 5.38255e-06, 0.000114172
5.40169e-06, -0.00418903, 5.39523e-06, 0.000227692, 5.39818e-06, 0.000913379
5.41731e-06, -0.00713268, 5.41086e-06, 0.000569229, 5.4138e-06, 0.00171259
5.43294e-06, -0.010048, 5.42648e-06, -0.000113846, 5.42943e-06, 0.00182676
5.44856e-06, -0.0105575, 5.44211e-06, -0.000569229, 5.44505e-06, 0.00296848
5.46419e-06, -0.00786859, 5.45773e-06, -0.000683075, 5.46068e-06, 0.00239762
5.47981e-06, -0.00421734, 5.47336e-06, -0.00113846, 5.4763e-06, 0.00171259
5.49544e-06, -0.00099065, 5.48898e-06, -0.00105307, 5.49193e-06, 0.000713578
5.51106e-06, 0.0020096, 5.50461e-06, -0.00059769, 5.50755e-06, 0
5.52669e-06, 0.00401921, 5.52023e-06, -0.00059769, 5.52318e-06, -0.00139861
5.54231e-06, 0.0066232, 5.53586e-06, -0.00105307, 5.5388e-06, -0.00245471
5.55794e-06, 0.00902907, 5.55148e-06, -0.00113846, 5.55443e-06, -0.00308266
5.57356e-06, 0.0104726, 5.56711e-06, -0.000341537, 5.57005e-06, -0.00419584
5.58919e-06, 0.0107839, 5.58273e-06, -0.000455383, 5.58568e-06, -0.00445272
5.60481e-06, 0.00917059, 5.59836e-06, -0.00159384, 5.6013e-06, -0.00402458
5.62044e-06, 0.0079535, 5.61398e-06, -0.00113846, 5.61693e-06, -0.00405312
5.63606e-06, 0.00614203, 5.62961e-06, -0.000569229, 5.63255e-06, -0.00308266
5.65169e-06, 0.0032833, 5.64523e-06, -0.000455383, 5.64818e-06, -0.00194093
5.66731e-06, 0.000367956, 5.66086e-06, -0.000683075, 5.6638e-06, -0.000799207
5.68294e-06, -0.00212282, 5.67648e-06, -0.000683075, 5.67943e-06, -2.85431e-05
5.69856e-06, -0.00382108, 5.69211e-06, -0.000683075, 5.69505e-06, 0.000313974
5.71419e-06, -0.00484003, 5.70773e-06, -0.000455383, 5.71068e-06, 0.000199802
5.72981e-06, -0.00506647, 5.72336e-06, 0.000113846, 5.7263e-06, 0.000542319
5.74544e-06, -0.0046419, 5.73898e-06, 0.000227692, 5.74193e-06, 0.000999009
5.76106e-06, -0.00305686, 5.75461e-06, 0.000227692, 5.75755e-06, 0.000542319
5.77669e-06, -0.00158504, 5.77023e-06, 0.000227692, 5.77318e-06, -0.000256888
5.79231e-06, -0.00079252, 5.78586e-06, 0.000227692, 5.7888e-06, -0.00037106
5.80794e-06, -0.000452869, 5.80148e-06, 0.000683075, 5.80443e-06, -0.000256888
5.82356e-06, 0.000226434, 5.81711e-06, 0.000768459, 5.82005e-06, -0.000485233
5.83919e-06, 0.00079252, 5.83273e-06, 8.53843e-05, 5.83568e-06, -0.00128444
5.85481e-06, 0.000679303, 5.84836e-06, -0.000142307, 5.8513e-06, -0.00082775
5.87044e-06, 0.000226434, 5.86398e-06, -0.000142307, 5.86693e-06, 0.000428147
5.88606e-06, -0.000339651, 5.87961e-06, -0.000256153, 5.88255e-06, 8.56293e-05
5.90169e-06, -0.00135861, 5.89523e-06, -0.000483845, 5.89818e-06, 0.000313974
5.91731e-06, -0.00260399, 5.91086e-06, -0.000455383, 5.9138e-06, 0.000770664
5.93294e-06, -0.00339651, 5.92648e-06, -0.00079692, 5.92943e-06, 0.00122735
5.94856e-06, -0.00384938, 5.94211e-06, -0.00102461, 5.94505e-06, 0.000999009
5.96419e-06, -0.00373617, 5.95773e-06, -0.000569229, 5.96068e-06, 0.00111318
5.97981e-06, -0.00260399, 5.97336e-06, -0.00079692, 5.9763e-06, 0.00134153
5.99544e-06, -0.00113217, 5.98898e-06, -0.000227692, 5.99193e-06, 0.000799207
6.01106e-06, 0.000226434, 6.00461e-06, -0.000227692, 6.00755e-06, -0.000228345
6.02669e-06, 0.00181147, 6.02023e-06, -0.000113846, 6.02318e-06, 0.000199802
6.04231e-06, 0.00283043, 6.03586e-06, -0.000341537, 6.0388e-06, -0.000142716
6.05794e-06, 0.00362295, 6.05148e-06, -0.000227692, 6.05443e-06, -0.000256888
6.07356e-06, 0.00373617, 6.06711e-06, 8.53843e-05, 6.07005e-06, -0.000485233
6.08919e-06, 0.00362295, 6.08273e-06, -0.000455383, 6.08568e-06, -0.00082775
6.10481e-06, 0.00339651, 6.09836e-06, -0.000455383, 6.1013e-06, -0.00105609
6.12044e-06, 0.00237756, 6.11398e-06, 0.00019923, 6.11693e-06, -0.00105609
6.13606e-06, 0.00147182, 6.12961e-06, -2.84614e-05, 6.13255e-06, -0.000256888
6.15169e-06, 0, 6.14523e-06, -0.000512306, 6.14818e-06, -0.000256888
6.16731e-06, -0.000905737, 6.16086e-06, -0.000170769, 6.1638e-06, -0.000941922
6.18294e-06, -0.00192469, 6.17648e-06, 8.53843e-05, 6.17943e-06, -0.000485233
6.19856e-06, -0.00237756, 6.19211e-06, -0.000227692, 6.19505e-06, 5.70862e-05
6.21419e-06, -0.00271721, 6.20773e-06, 0.000341537, 6.21068e-06, 0.000199802
6.22981e-06, -0.00240586, 6.22336e-06, 8.53843e-05, 6.2263e-06, 0.000570862
6.24544e-06, -0.00203791, 6.23898e-06, 0.000369999, 6.24193e-06, 0.000428147
6.26106e-06, -0.00147182, 6.25461e-06, 0.000483845, 6.25755e-06, 8.56293e-05
6.27669e-06, -0.00107556, 6.27023e-06, 0.000341537, 6.27318e-06, -0.00045669
6.29231e-06, -0.000622694, 6.28586e-06, 0.000341537, 6.2888e-06, -0.000228345
6.30794e-06, 0.000169826, 6.30148e-06, 0.00079692, 6.30443e-06, 0.000228345
6.32356e-06, 0.000367956, 6.31711e-06, 0.000683075, 6.32005e-06, -0.000513776
6.33919e-06, 0.000566086, 6.33273e-06, 0.000569229, 6.33568e-06, -0.000485233
6.35481e-06, 0.000962346, 6.34836e-06, 0.0012523, 6.3513e-06, 5.70862e-05
6.37044e-06, 0.000849129, 6.36398e-06, 0.000569229, 6.36693e-06, 0.000399603
6.38606e-06, 0.00116048, 6.37961e-06, 0.000341537, 6.38255e-06, 8.56293e-05
6.40169e-06, 0.000905737, 6.39523e-06, 0.00059769, 6.39818e-06, 0.000313974
6.41731e-06, 0.000537781, 6.41086e-06, 0.000483845, 6.4138e-06, 0.000884836
6.43294e-06, 0.000113217, 6.42648e-06, 0.000256153, 6.42943e-06, 0.000428147
6.44856e-06, -2.83043e-05, 6.44211e-06, 0.000939228, 6.44505e-06, 0.000542319
6.46419e-06, -0.000141521, 6.45773e-06, 0.00079692, 6.46068e-06, 0.000770664
6.47981e-06, -0.000679303, 6.47336e-06, 0.000910766, 6.4763e-06, 0.000999009
6.49544e-06, -0.000566086, 6.48898e-06, 0.000910766, 6.49193e-06, 0.000542319
6.51106e-06, -0.000113217, 6.50461e-06, 0.00079692, 6.50755e-06, 8.56293e-05
6.52669e-06, -0.000452869, 6.52023e-06, 0.000910766, 6.52318e-06, 0.000199802
6.54231e-06, -0.00147182, 6.53586e-06, 0.0012523, 6.5388e-06, -0.000256888
6.55794e-06, -0.000934041, 6.55148e-06, 0.00136615, 6.55443e-06, -0.000599405
6.57356e-06, -0.000367956, 6.56711e-06, 0.000569229, 6.57005e-06, -0.000285431
6.58919e-06, -0.000707607, 6.58273e-06, 0.00079692, 6.58568e-06, -0.000970466
6.60481e-06, -0.00161334, 6.59836e-06, 0.000910766, 6.6013e-06, -0.000999009
6.62044e-06, -0.00237756, 6.61398e-06, 0.000341537, 6.61693e-06, -0.000313974
6.63606e-06, -0.00294365, 6.62961e-06, 0, 6.63255e-06, -0.00045669
6.65169e-06, -0.00317008, 6.64523e-06, 0.000227692, 6.64818e-06, -0.000627948
6.66731e-06, -0.00305686, 6.66086e-06, 0.000113846, 6.6638e-06, -8.56293e-05
6.68294e-06, -0.00260399, 6.67648e-06, -0.000569229, 6.67943e-06, 0.000228345
6.69856e-06, -0.00169826, 6.69211e-06, -0.000996151, 6.69505e-06, -0.000342517
6.71419e-06, -0.000566086, 6.70773e-06, -0.000313076, 6.71068e-06, -0.000913379
6.72981e-06, -0.000113217, 6.72336e-06, -0.000313076, 6.7263e-06, -0.000114172
6.74544e-06, 0.000566086, 6.73898e-06, -0.00019923, 6.74193e-06, 8.56293e-05
6.76106e-06, 0.00169826, 6.75461e-06, -8.53843e-05, 6.75755e-06, -0.000256888
6.77669e-06, 0.00271721, 6.77023e-06, 2.84614e-05, 6.77318e-06, -2.85431e-05
6.79231e-06, 0.00294365, 6.78586e-06, 2.84614e-05, 6.7888e-06, -0.000142716
6.80794e-06, 0.00294365, 6.80148e-06, 0.000341537, 6.80443e-06, -0.000485233
6.82356e-06, 0.00317008, 6.81711e-06, 0.000455383, 6.82005e-06, -0.000256888
6.83919e-06, 0.00271721, 6.83273e-06, 0.000455383, 6.83568e-06, -2.85431e-05
6.85481e-06, 0.00249078, 6.84836e-06, 0.000569229, 6.8513e-06, 0.000199802
6.87044e-06, 0.00144352, 6.86398e-06, 0.00113846, 6.86693e-06, -0.000142716
6.88606e-06, 0.0013303, 6.87961e-06, 0.00136615, 6.88255e-06, -0.000485233
6.90169e-06, 0.00110387, 6.89523e-06, 0.00122384, 6.89818e-06, 8.56293e-05
6.91731e-06, 0.000339651, 6.91086e-06, 0.000683075, 6.9138e-06, 0.000570862
6.93294e-06, -0.000481173, 6.92648e-06, 0.000569229, 6.92943e-06, 0.000799207
6.94856e-06, -0.001302, 6.94211e-06, 0.00108153, 6.94505e-06, 0.000913379
6.96419e-06, -0.00161334, 6.95773e-06, 0.000284614, 6.96068e-06, 0.000799207
6.97981e-06, -0.00203791, 6.97336e-06, 0.000455383, 6.9763e-06, 0.000570862
6.99544e-06, -0.00240586, 6.98898e-06, 0.00190692, 6.99193e-06, 0.0012559
7.01106e-06, -0.00277382, 7.00461e-06, 0.00307384, 7.00755e-06, 0.0014557
7.02669e-06, -0.0026606, 7.02023e-06, 0.00495229, 7.02318e-06, 0.000542319
7.04231e-06, -0.00260399, 7.03586e-06, 0.0074569, 7.0388e-06, -2.85431e-05
7.05794e-06, -0.00206621, 7.05148e-06, 0.00776997, 7.05443e-06, -0.000142716
7.07356e-06, -0.00101895, 7.06711e-06, 0.00697305, 7.07005e-06, -0.000570862
7.08919e-06, -0.000141521, 7.08273e-06, 0.00577767, 7.08568e-06, -0.00102755
7.10481e-06, 0.00101895, 7.09836e-06, 0.00409845, 7.1013e-06, -0.000799207
7.12044e-06, 0.00181147, 7.11398e-06, 0.00216307, 7.11693e-06, -0.000941922
7.13606e-06, 0.00317008, 7.12961e-06, -0.000711536, 7.13255e-06, -0.00139861
7.15169e-06, 0.00325499, 7.14523e-06, -0.00321614, 7.14818e-06, -0.000913379
7.16731e-06, 0.00339651, 7.16086e-06, -0.00557844, 7.1638e-06, -0.00045669
7.18294e-06, 0.00336821, 7.17648e-06, -0.00660306, 7.17943e-06, -0.000342517
7.19856e-06, 0.00302856, 7.19211e-06, -0.00774151, 7.19505e-06, 0.000199802
7.21419e-06, 0.00314178, 7.20773e-06, -0.0081969, 7.21068e-06, -0.000142716
7.22981e-06, 0.00223604, 7.22336e-06, -0.00831074, 7.2263e-06, 0.000428147
7.24544e-06, 0.00189639, 7.23898e-06, -0.00731459, 7.24193e-06, 0.00122735
7.26106e-06, 0.00144352, 7.25461e-06, -0.00569229, 7.25755e-06, 0.00156987
7.27669e-06, 0.00144352, 7.27023e-06, -0.00375691, 7.27318e-06, 0.00122735
7.29231e-06, 0.000764216, 7.28586e-06, -0.00204922, 7.2888e-06, 0.00122735
7.30794e-06, 0.000311347, 7.30148e-06, -0.000683075, 7.30443e-06, 0.00122735
7.32356e-06, -5.66086e-05, 7.31711e-06, 0.000569229, 7.32005e-06, 0.00111318
7.33919e-06, -0.000283043, 7.33273e-06, 0.00111, 7.33568e-06, 0.000313974
7.35481e-06, -0.000339651, 7.34836e-06, 0.000996151, 7.3513e-06, -0.000485233
7.37044e-06, -0.00150013, 7.36398e-06, 0.00113846, 7.36693e-06, -0.000713578
7.38606e-06, -0.00226434, 7.37961e-06, 0.0012523, 7.38255e-06, -0.000599405
7.40169e-06, -0.00232095, 7.39523e-06, 0.000455383, 7.39818e-06, -0.000713578
7.41731e-06, -0.00268891, 7.41086e-06, -0.000113846, 7.4138e-06, -0.00105609
7.43294e-06, -0.00268891, 7.42648e-06, -0.000142307, 7.42943e-06, -0.00117027
7.44856e-06, -0.00336821, 7.44211e-06, -0.000341537, 7.44505e-06, -0.000713578
7.46419e-06, -0.00418903, 7.45773e-06, -0.000939228, 7.46068e-06, -0.000941922
7.47981e-06, -0.00532121, 7.47336e-06, -0.000939228, 7.4763e-06, -0.00082775
7.49544e-06, -0.00648168, 7.48898e-06, -0.000142307, 7.49193e-06, -0.00102755
7.51106e-06, -0.00625525, 7.50461e-06, 0.000569229, 7.50755e-06, -0.00102755
7.52669e-06, -0.00557594, 7.52023e-06, 0.000910766, 7.52318e-06, -0.000913379
7.54231e-06, -0.00455699, 7.53586e-06, 0.00113846, 7.5388e-06, -0.00045669
7.55794e-06, -0.00260399, 7.55148e-06, 0.00102461, 7.55443e-06, -0.000342517
7.57356e-06, -0.000566086, 7.56711e-06, 0.000569229, 7.57005e-06, -0.000228345
7.58919e-06, 0.00226434, 7.58273e-06, 0.000369999, 7.58568e-06, 0.000799207
7.60481e-06, 0.00472682, 7.59836e-06, 0.000683075, 7.6013e-06, 0.000570862
7.62044e-06, 0.00733081, 7.61398e-06, 0.000170769, 7.61693e-06, 0.000570862
7.63606e-06, 0.00880263, 7.62961e-06, -0.000455383, 7.63255e-06, 0.00102755
7.65169e-06, 0.00880263, 7.64523e-06, -0.000626152, 7.64818e-06, 0.00159841
7.66731e-06, 0.00868942, 7.66086e-06, -0.000313076, 7.6638e-06, 0.00122735
7.68294e-06, 0.00815163, 7.67648e-06, 5.69229e-05, 7.67943e-06, 0.0012559
7.69856e-06, 0.00600051, 7.69211e-06, 0.000455383, 7.69505e-06, 0.0012559
7.71419e-06, 0.00441547, 7.70773e-06, 0.000569229, 7.71068e-06, 0.000884836
7.72981e-06, 0.00249078, 7.72336e-06, 0.000853843, 7.7263e-06, 0.000342517
7.74544e-06, 0, 7.73898e-06, 0.00113846, 7.74193e-06, -0.000171259
7.76106e-06, -0.00147182, 7.75461e-06, 0.00122384, 7.75755e-06, -0.000542319
7.77669e-06, -0.00203791, 7.77023e-06, 0.00156538, 7.77318e-06, -0.00117027
7.79231e-06, -0.00260399, 7.78586e-06, 0.000996151, 7.7888e-06, -0.00139861
7.80794e-06, -0.00339651, 7.80148e-06, 0.00019923, 7.80443e-06, -0.00148424
7.82356e-06, -0.00407582, 7.81711e-06, 8.53843e-05, 7.82005e-06, -0.00131298
7.83919e-06, -0.00373617, 7.83273e-06, -0.000142307, 7.83568e-06, -0.00117027
7.85481e-06, -0.00271721, 7.84836e-06, -0.00139461, 7.8513e-06, -0.00122735
7.87044e-06, -0.00203791, 7.86398e-06, -0.0016223, 7.86693e-06, -0.000713578
7.88606e-06, -0.00206621, 7.87961e-06, -0.00219153, 7.88255e-06, -0.000713578
7.90169e-06, -0.00172656, 7.89523e-06, -0.00184999, 7.89818e-06, -0.000399603
7.91731e-06, -0.00161334, 7.91086e-06, -0.00150846, 7.9138e-06, 0.000770664
7.93294e-06, -0.000820824, 7.92648e-06, -0.0016223, 7.92943e-06, 0.00045669
7.94856e-06, -0.000141521, 7.94211e-06, -0.00150846, 7.94505e-06, -0.000114172
7.96419e-06, -0.00059439, 7.95773e-06, -0.000825382, 7.96068e-06, 0.000342517
7.97981e-06, -0.000820824, 7.97336e-06, -0.000483845, 7.9763e-06, 0.000570862
7.99544e-06, -0.000113217, 7.98898e-06, 0.000170769, 7.99193e-06, 0.000228345
8.01106e-06, 0.000339651, 8.00461e-06, 0.000256153, 8.00755e-06, 0.000228345
8.02669e-06, 0.000339651, 8.02023e-06, -0.00039846, 8.02318e-06, 0.000570862
8.04231e-06, 0.000905737, 8.03586e-06, -0.000142307, 8.0388e-06, 0.000228345
8.05794e-06, 0.00135861, 8.05148e-06, 0.000341537, 8.05443e-06, 0
8.07356e-06, 0.00135861, 8.06711e-06, 0.000540767, 8.07005e-06, 0.000114172
8.08919e-06, 0.000679303, 8.08273e-06, 0.000825382, 8.08568e-06, -0.000228345
8.10481e-06, 0.00101895, 8.09836e-06, 0.00105307, 8.1013e-06, -0.00045669
8.12044e-06, 0.00113217, 8.11398e-06, 0.000711536, 8.11693e-06, -0.000570862
8.13606e-06, 0, 8.12961e-06, 0.000256153, 8.13255e-06, -0.000342517
8.15169e-06, 0.000226434, 8.14523e-06, 0.000113846, 8.14818e-06, 8.56293e-05
8.16731e-06, 0.000339651, 8.16086e-06, -0.000341537, 8.1638e-06, 0.000313974
8.18294e-06, -0.000452869, 8.17648e-06, -0.000910766, 8.17943e-06, -0.00037106
8.19856e-06, -0.000566086, 8.19211e-06, -0.00148, 8.19505e-06, -0.000485233
8.21419e-06, -0.00059439, 8.20773e-06, -0.00239076, 8.21068e-06, -0.000713578
8.22981e-06, -0.000339651, 8.22336e-06, -0.00307384, 8.2263e-06, -0.000256888
8.24544e-06, 0.000113217, 8.23898e-06, -0.00307384, 8.24193e-06, -2.85431e-05
8.26106e-06, 0.000226434, 8.25461e-06, -0.00352922, 8.25755e-06, 8.56293e-05
8.27669e-06, 0.000452869, 8.27023e-06, -0.00298845, 8.27318e-06, -0.000256888
8.29231e-06, 0.000452869, 8.28586e-06, -0.0031023, 8.2888e-06, -0.000142716
8.30794e-06, 0.00079252, 8.30148e-06, -0.00344383, 8.30443e-06, 0.000228345
8.32356e-06, 0.000452869, 8.31711e-06, -0.00193538, 8.32005e-06, 0.000313974
8.33919e-06, 0.000113217, 8.33273e-06, -0.00159384, 8.33568e-06, 0.000199802
8.35481e-06, 0.000113217, 8.34836e-06, -0.0012523, 8.3513e-06, 0.000570862
8.37044e-06, 0.000113217, 8.36398e-06, -0.000341537, 8.36693e-06, 0.000570862
8.38606e-06, -0.000452869, 8.37961e-06, 0.000569229, 8.38255e-06, 0.000228345
8.40169e-06, -0.000452869, 8.39523e-06, 0.00079692, 8.39818e-06, 0.000228345
8.41731e-06, -0.00101895, 8.41086e-06, 0.000683075, 8.4138e-06, 0.000114172
8.43294e-06, -0.00135861, 8.42648e-06, 0.00113846, 8.42943e-06, -0.000342517
8.44856e-06, -0.00124539, 8.44211e-06, 0.0012523, 8.44505e-06, -0.000114172
8.46419e-06, -0.000764216, 8.45773e-06, 0.00113846, 8.46068e-06, -0.00045669
8.47981e-06, -0.000707607, 8.47336e-06, 0.00079692, 8.4763e-06, -0.000799207
8.49544e-06, -0.000849129, 8.48898e-06, 0.000455383, 8.49193e-06, -0.000799207
8.51106e-06, -0.000820824, 8.50461e-06, -0.000341537, 8.50755e-06, -0.000685034
8.52669e-06, -0.00019813, 8.52023e-06, -0.00105307, 8.52318e-06, -0.00122735
8.54231e-06, -0.00059439, 8.53586e-06, -0.00139461, 8.5388e-06, -0.000799207
8.55794e-06, -0.000509477, 8.55148e-06, -0.00139461, 8.55443e-06, 0.000199802
8.57356e-06, 0.000283043, 8.56711e-06, -0.00150846, 8.57005e-06, -0.000171259
8.58919e-06, 0.000764216, 8.58273e-06, -0.00136615, 8.58568e-06, -0.000685034
8.60481e-06, 0.00039626, 8.59836e-06, -0.00159384, 8.6013e-06, -0.000199802
8.62044e-06, 0.000707607, 8.61398e-06, -0.00136615, 8.61693e-06, -0.000228345
8.63606e-06, 0.00113217, 8.62961e-06, -0.00113846, 8.63255e-06, -0.000256888
8.65169e-06, 0.000820824, 8.64523e-06, -0.00113846, 8.64818e-06, -0.000399603
8.66731e-06, 0.000707607, 8.66086e-06, -0.000341537, 8.6638e-06, -0.000114172
8.68294e-06, 0.000905737, 8.67648e-06, -0.000569229, 8.67943e-06, -0.00045669
8.69856e-06, 2.83043e-05, 8.69211e-06, -0.000683075, 8.69505e-06, -0.000570862
8.71419e-06, -0.000764216, 8.70773e-06, -0.00079692, 8.71068e-06, -0.000485233
8.72981e-06, -0.00212282, 8.72336e-06, -0.000910766, 8.7263e-06, -0.000713578
8.74544e-06, -0.00291534, 8.73898e-06, -0.00079692, 8.74193e-06, -0.000142716
8.76106e-06, -0.00359464, 8.75461e-06, -0.000910766, 8.75755e-06, -0.000256888
8.77669e-06, -0.00237756, 8.77023e-06, -0.0012523, 8.77318e-06, 0.000199802
8.79231e-06, -0.00101895, 8.78586e-06, -0.00136615, 8.7888e-06, 0.000542319
8.80794e-06, 0.000339651, 8.80148e-06, -0.00113846, 8.80443e-06, 0.000199802
8.82356e-06, 0.00135861, 8.81711e-06, -0.000910766, 8.82005e-06, -0.000256888
8.83919e-06, 0.00260399, 8.83273e-06, -0.000569229, 8.83568e-06, -2.85431e-05
