time (s), R (V),time (s), S (V),time (s), T (V)
8.85481e-06, 0.00271721, 8.84836e-06, -0.00059769, 8.8513e-06, -2.85431e-05
8.87044e-06, 0.00317008, 8.86398e-06, -0.000711536, 8.86693e-06, -0.000142716
8.88606e-06, 0.00317008, 8.87961e-06, -2.84614e-05, 8.88255e-06, 0.000542319
8.90169e-06, 0.0032833, 8.89523e-06, -2.84614e-05, 8.89818e-06, 8.56293e-05
8.91731e-06, 0.00237756, 8.91086e-06, -0.000369999, 8.9138e-06, -0.000256888
8.93294e-06, 0.00158504, 8.92648e-06, -0.000369999, 8.92943e-06, -0.00082775
8.94856e-06, 0.00113217, 8.94211e-06, -0.000455383, 8.94505e-06, -0.000599405
8.96419e-06, 0.000566086, 8.95773e-06, -0.00079692, 8.96068e-06, -0.000256888
8.97981e-06, -0.000566086, 8.97336e-06, -0.000227692, 8.9763e-06, -2.85431e-05
8.99544e-06, -0.00113217, 8.98898e-06, -0.000341537, 8.99193e-06, -0.000142716
9.01106e-06, -0.000566086, 9.00461e-06, -0.0012523, 9.00755e-06, -0.00117027
9.02669e-06, -0.00079252, 9.02023e-06, -0.00113846, 9.02318e-06, -0.00102755
9.04231e-06, -0.00113217, 9.03586e-06, -0.000910766, 9.0388e-06, 0
9.05794e-06, -0.000339651, 9.05148e-06, -0.000569229, 9.05443e-06, -0.000256888
9.07356e-06, -0.000226434, 9.06711e-06, -0.00079692, 9.07005e-06, -0.000713578
9.08919e-06, -0.000679303, 9.08273e-06, -0.0012523, 9.08568e-06, -0.000713578
9.10481e-06, -0.000339651, 9.09836e-06, -0.00116692, 9.1013e-06, -0.000713578
9.12044e-06, 0.000226434, 9.11398e-06, -0.00079692, 9.11693e-06, -0.000485233
9.13606e-06, 0.000226434, 9.12961e-06, -0.000683075, 9.13255e-06, -0.00037106
9.15169e-06, -0.000339651, 9.14523e-06, -0.000939228, 9.14818e-06, -0.000599405
9.16731e-06, -0.000679303, 9.16086e-06, -0.000939228, 9.1638e-06, -0.00082775
9.18294e-06, -0.00079252, 9.17648e-06, -0.000967689, 9.17943e-06, -0.000485233
9.19856e-06, -0.000679303, 9.19211e-06, -0.00142307, 9.19505e-06, -0.000713578
9.21419e-06, -0.000566086, 9.20773e-06, -0.00139461, 9.21068e-06, -2.85431e-05
9.22981e-06, -0.000566086, 9.22336e-06, -0.00113846, 9.2263e-06, 0.000171259
9.24544e-06, -0.000905737, 9.23898e-06, -0.00079692, 9.24193e-06, 8.56293e-05
9.26106e-06, -0.00150013, 9.25461e-06, -0.000825382, 9.25755e-06, -0.000114172
9.27669e-06, -0.00192469, 9.27023e-06, -0.00111, 9.27318e-06, 0.000199802
9.29231e-06, -0.00135861, 9.28586e-06, -0.000996151, 9.2888e-06, 0.000428147
9.30794e-06, -0.000849129, 9.30148e-06, -0.000341537, 9.30443e-06, -0.000114172
9.32356e-06, 0.000169826, 9.31711e-06, -0.000227692, 9.32005e-06, -0.000228345
9.33919e-06, 0.00107556, 9.33273e-06, -0.000341537, 9.33568e-06, 0.000685034
9.35481e-06, 0.00138691, 9.34836e-06, -0.000455383, 9.3513e-06, 0.000285431
9.37044e-06, 0.00147182, 9.36398e-06, -0.00079692, 9.36693e-06, 0.000656491
9.38606e-06, 0.00209452, 9.37961e-06, -0.0012523, 9.38255e-06, 0.000856293
9.40169e-06, 0.00209452, 9.39523e-06, -0.000910766, 9.39818e-06, 0.00119881
9.41731e-06, 0.00150013, 9.41086e-06, -0.00079692, 9.4138e-06, 0.00111318
9.43294e-06, 0.00158504, 9.42648e-06, -0.00156538, 9.42943e-06, 0.000999009
9.44856e-06, 0.00144352, 9.44211e-06, -0.00122384, 9.44505e-06, 0.000542319
9.46419e-06, 0.000905737, 9.45773e-06, -0.00122384, 9.46068e-06, -2.85431e-05
9.47981e-06, 0.000650999, 9.47336e-06, -0.00133769, 9.4763e-06, -2.85431e-05
9.49544e-06, 8.49129e-05, 9.48898e-06, -0.000910766, 9.49193e-06, -0.00037106
9.51106e-06, -0.000339651, 9.50461e-06, -0.000569229, 9.50755e-06, -0.00105609
9.52669e-06, -0.000905737, 9.52023e-06, -0.000227692, 9.52318e-06, -0.00139861
9.54231e-06, -0.00135861, 9.53586e-06, 0, 9.5388e-06, -0.00139861
9.55794e-06, -0.00181147, 9.55148e-06, -0.000227692, 9.55443e-06, -0.00139861
9.57356e-06, -0.00169826, 9.56711e-06, -0.000341537, 9.57005e-06, -0.00151278
9.58919e-06, -0.00138691, 9.58273e-06, -0.000341537, 9.58568e-06, -0.00105609
9.60481e-06, -0.00116048, 9.59836e-06, -0.000113846, 9.6013e-06, -0.00108464
9.62044e-06, -0.00104726, 9.61398e-06, -0.000455383, 9.61693e-06, -0.00108464
9.63606e-06, -0.000481173, 9.62961e-06, -0.000569229, 9.63255e-06, -0.000542319
9.65169e-06, 0.000339651, 9.64523e-06, -0.000455383, 9.64818e-06, -0.000313974
9.66731e-06, 0.00135861, 9.66086e-06, -0.000910766, 9.6638e-06, 0.00045669
9.68294e-06, 0.00181147, 9.67648e-06, -0.000910766, 9.67943e-06, 0.000171259
9.69856e-06, 0.00203791, 9.69211e-06, -0.000910766, 9.69505e-06, -8.56293e-05
9.71419e-06, 0.00249078, 9.70773e-06, -0.00136615, 9.71068e-06, 0.000342517
9.72981e-06, 0.00226434, 9.72336e-06, -0.00111, 9.7263e-06, 0.000685034
9.74544e-06, 0.00226434, 9.73898e-06, -0.000768459, 9.74193e-06, -0.000114172
9.76106e-06, 0.00203791, 9.75461e-06, -0.000882305, 9.75755e-06, -0.000685034
9.77669e-06, 0.00158504, 9.77023e-06, -0.000426922, 9.77318e-06, 8.56293e-05
9.79231e-06, 0.000226434, 9.78586e-06, -0.000882305, 9.7888e-06, 0.000199802
9.80794e-06, -0.000113217, 9.80148e-06, -0.00133769, 9.80443e-06, -0.00037106
9.82356e-06, 0.000113217, 9.81711e-06, -0.00122384, 9.82005e-06, 0.000199802
9.83919e-06, -0.000339651, 9.83273e-06, -0.000910766, 9.83568e-06, 0.000656491
9.85481e-06, -0.00101895, 9.84836e-06, -0.00113846, 9.8513e-06, 0.000199802
9.87044e-06, -0.00147182, 9.86398e-06, -0.00102461, 9.86693e-06, 0.000313974
9.88606e-06, -0.00101895, 9.87961e-06, -0.00102461, 9.88255e-06, 0.000770664
9.90169e-06, -0.000934041, 9.89523e-06, -0.000455383, 9.89818e-06, 0.000199802
9.91731e-06, -0.000820824, 9.91086e-06, 0, 9.9138e-06, -0.000142716
9.93294e-06, -0.000367956, 9.92648e-06, -0.000256153, 9.92943e-06, 0.000313974
9.94856e-06, -0.000452869, 9.94211e-06, -0.000227692, 9.94505e-06, 0.000342517
9.96419e-06, -0.000481173, 9.95773e-06, 0.000455383, 9.96068e-06, -0.000228345
9.97981e-06, -0.000169826, 9.97336e-06, -5.69229e-05, 9.9763e-06, -0.000685034
9.99544e-06, -0.000141521, 9.98898e-06, -5.69229e-05, 9.99193e-06, -0.000114172
1.00111e-05, -0.000339651, 1.00046e-05, 0.000227692, 1.00076e-05, -0.000570862
1.00267e-05, -0.000481173, 1.00202e-05, 0.00019923, 1.00232e-05, -0.00102755
1.00423e-05, -0.000509477, 1.00359e-05, -0.000113846, 1.00388e-05, -0.000599405
1.00579e-05, -0.000509477, 1.00515e-05, -0.000284614, 1.00544e-05, -0.000256888
1.00736e-05, -0.000452869, 1.00671e-05, -0.000170769, 1.00701e-05, -0.00037106
1.00892e-05, -0.000141521, 1.00827e-05, -0.000313076, 1.00857e-05, -0.000485233
1.01048e-05, 0.000339651, 1.00984e-05, -0.000654613, 1.01013e-05, -0.000342517
1.01204e-05, 0.000650999, 1.0114e-05, -0.000939228, 1.01169e-05, 0.000570862
1.01361e-05, 0.000226434, 1.01296e-05, -0.000910766, 1.01326e-05, 0.000342517
1.01517e-05, 0.000566086, 1.01452e-05, -0.000569229, 1.01482e-05, 8.56293e-05
1.01673e-05, 0.000905737, 1.01609e-05, -0.000483845, 1.01638e-05, 0.000313974
1.01829e-05, 0.00099065, 1.01765e-05, -0.00059769, 1.01794e-05, 0
1.01986e-05, 0.000566086, 1.01921e-05, -0.000113846, 1.01951e-05, 0.000114172
1.02142e-05, 0.000424564, 1.02077e-05, 0.000569229, 1.02107e-05, 0.000114172
1.02298e-05, 0.000650999, 1.02234e-05, 0.000569229, 1.02263e-05, -0.000485233
1.02454e-05, 0.00121708, 1.0239e-05, 0.000455383, 1.02419e-05, -0.000713578
1.02611e-05, 0.000650999, 1.02546e-05, 0.000569229, 1.02576e-05, -0.00037106
1.02767e-05, 0.00099065, 1.02702e-05, 0.000426922, 1.02732e-05, -0.000142716
1.02923e-05, 0.000877433, 1.02859e-05, 0.000455383, 1.02888e-05, -0.000485233
1.03079e-05, 0.000877433, 1.03015e-05, -0.000341537, 1.03044e-05, -0.000256888
1.03236e-05, 0.000424564, 1.03171e-05, -0.000569229, 1.03201e-05, -0.00037106
1.03392e-05, 0.000311347, 1.03327e-05, -0.00102461, 1.03357e-05, -0.000485233
1.03548e-05, 0.000169826, 1.03484e-05, -0.00079692, 1.03513e-05, -0.000142716
1.03704e-05, 0.000509477, 1.0364e-05, -0.000825382, 1.03669e-05, 8.56293e-05
1.03861e-05, 0.000566086, 1.03796e-05, -0.000825382, 1.03826e-05, 0.000199802
1.04017e-05, -0.000141521, 1.03952e-05, -0.00136615, 1.03982e-05, 8.56293e-05
1.04173e-05, -0.000339651, 1.04109e-05, -0.00136615, 1.04138e-05, 8.56293e-05
1.04329e-05, 0.000735911, 1.04265e-05, -0.00136615, 1.04294e-05, 0.000313974
1.04486e-05, 0.000820824, 1.04421e-05, -0.00113846, 1.04451e-05, 0.000770664
1.04642e-05, 0.000141521, 1.04577e-05, -0.00116692, 1.04607e-05, 0.00122735
1.04798e-05, 2.83043e-05, 1.04734e-05, -0.000455383, 1.04763e-05, 0.00156987
1.04954e-05, 0, 1.0489e-05, -0.00059769, 1.04919e-05, 0.00111318
1.05111e-05, -0.000452869, 1.05046e-05, -0.000369999, 1.05076e-05, 0.000313974
1.05267e-05, -0.00104726, 1.05202e-05, -0.000939228, 1.05232e-05, -0.000342517
1.05423e-05, -0.00127369, 1.05359e-05, -0.000455383, 1.05388e-05, -0.000685034
1.05579e-05, -0.00161334, 1.05515e-05, -0.000455383, 1.05544e-05, -0.000799207
1.05736e-05, -0.00217943, 1.05671e-05, -0.000683075, 1.05701e-05, -0.00114172
1.05892e-05, -0.00215113, 1.05827e-05, -0.0012523, 1.05857e-05, -0.00159841
1.06048e-05, -0.00215113, 1.05984e-05, -0.000683075, 1.06013e-05, -0.00171259
1.06204e-05, -0.00147182, 1.0614e-05, -8.53843e-05, 1.06169e-05, -0.00171259
1.06361e-05, -0.000707607, 1.06296e-05, -0.000341537, 1.06326e-05, -0.00102755
1.06517e-05, -0.00059439, 1.06452e-05, -0.000512306, 1.06482e-05, -0.000685034
1.06673e-05, -0.000367956, 1.06609e-05, 0.000113846, 1.06638e-05, -0.000342517
1.06829e-05, 0.000311347, 1.06765e-05, -5.69229e-05, 1.06794e-05, -0.000342517
1.06986e-05, 0.00099065, 1.06921e-05, -0.00019923, 1.06951e-05, -0.000256888
1.07142e-05, 0.000905737, 1.07077e-05, 0.000284614, 1.07107e-05, 0
1.07298e-05, 0.00113217, 1.07234e-05, 0.000569229, 1.07263e-05, -0.000342517
1.07454e-05, 0.00124539, 1.0739e-05, 0.000569229, 1.07419e-05, -0.000142716
1.07611e-05, 0.00158504, 1.07546e-05, 5.69229e-05, 1.07576e-05, 0.000685034
1.07767e-05, 0.00169826, 1.07702e-05, -0.000227692, 1.07732e-05, 0.000742121
1.07923e-05, 0.00147182, 1.07859e-05, -0.000142307, 1.07888e-05, 0.000256888
1.08079e-05, 0.00147182, 1.08015e-05, -0.000483845, 1.08044e-05, 0.000428147
1.08236e-05, 0.00147182, 1.08171e-05, -0.000483845, 1.08201e-05, 0.000199802
1.08392e-05, 0.00147182, 1.08327e-05, -0.000369999, 1.08357e-05, 0.000114172
1.08548e-05, 0.00113217, 1.08484e-05, -0.000483845, 1.08513e-05, 0.000399603
1.08704e-05, 0.00079252, 1.0864e-05, -0.000825382, 1.08669e-05, 0.00111318
1.08861e-05, -0.000113217, 1.08796e-05, -0.000256153, 1.08826e-05, 0.00082775
1.09017e-05, -0.00124539, 1.08952e-05, 8.53843e-05, 1.08982e-05, 0.000428147
1.09173e-05, -0.00240586, 1.09109e-05, -2.84614e-05, 1.09138e-05, 0.000999009
1.09329e-05, -0.0033116, 1.09265e-05, 0.000426922, 1.09294e-05, 0.000742121
1.09486e-05, -0.00365125, 1.09421e-05, 0.00019923, 1.09451e-05, 0.000656491
1.09642e-05, -0.00421734, 1.09577e-05, -0.000142307, 1.09607e-05, 0.000685034
1.09798e-05, -0.00467021, 1.09734e-05, 8.53843e-05, 1.09763e-05, 0.000685034
1.09954e-05, -0.0039909, 1.0989e-05, 0.000313076, 1.09919e-05, 0.00045669
1.10111e-05, -0.00297195, 1.10046e-05, 0.00019923, 1.10076e-05, 0.000114172
1.10267e-05, -0.00226434, 1.10202e-05, -0.000284614, 1.10232e-05, 0.000228345
1.10423e-05, -0.00158504, 1.10359e-05, -0.000426922, 1.10388e-05, 0
1.10579e-05, -0.000226434, 1.10515e-05, -0.00130923, 1.10544e-05, 0
1.10736e-05, 0.00124539, 1.10671e-05, -0.00105307, 1.10701e-05, -0.000570862
1.10892e-05, 0.00237756, 1.10827e-05, -0.000227692, 1.10857e-05, -0.000685034
1.11048e-05, 0.00271721, 1.10984e-05, -0.000142307, 1.11013e-05, -0.000799207
1.11204e-05, 0.00294365, 1.1114e-05, -8.53843e-05, 1.11169e-05, -0.000685034
1.11361e-05, 0.00384938, 1.11296e-05, 0.000483845, 1.11326e-05, -0.000342517
1.11517e-05, 0.00350973, 1.11452e-05, 0.000825382, 1.11482e-05, -0.000570862
1.11673e-05, 0.00294365, 1.11609e-05, 0.000825382, 1.11638e-05, -0.00045669
1.11829e-05, 0.00294365, 1.11765e-05, 0.0012523, 1.11794e-05, -0.000599405
1.11986e-05, 0.00260399, 1.11921e-05, 0.0012523, 1.11951e-05, -0.00037106
1.12142e-05, 0.00203791, 1.12077e-05, 0.00227692, 1.12107e-05, -0.00037106
1.12298e-05, 0.000905737, 1.12234e-05, 0.00387076, 1.12263e-05, -0.00105609
1.12454e-05, -0.00138691, 1.1239e-05, 0.00523691, 1.12419e-05, -0.000713578
1.12611e-05, -0.00339651, 1.12546e-05, 0.00614767, 1.12576e-05, -0.000142716
1.12767e-05, -0.00543442, 1.12702e-05, 0.00603383, 1.12732e-05, -2.85431e-05
1.12923e-05, -0.00701946, 1.12859e-05, 0.00523691, 1.12888e-05, -0.000142716
1.13079e-05, -0.00690625, 1.13015e-05, 0.0050946, 1.13044e-05, -0.000142716
1.13236e-05, -0.00509477, 1.13171e-05, 0.00429768, 1.13201e-05, 0.000770664
1.13392e-05, -0.00373617, 1.13327e-05, 0.00384229, 1.13357e-05, 0.00114172
1.13548e-05, -0.00215113, 1.13484e-05, 0.00261845, 1.13513e-05, 0.000770664
1.13704e-05, 0.000113217, 1.1364e-05, 0.000910766, 1.13669e-05, 0.000656491
1.13861e-05, 0.00215113, 1.13796e-05, -0.000910766, 1.13826e-05, 0.000570862
1.14017e-05, 0.00350973, 1.13952e-05, -0.00136615, 1.13982e-05, 0.00102755
1.14173e-05, 0.00475512, 1.14109e-05, -0.00113846, 1.14138e-05, 0.000685034
1.14329e-05, 0.00588729, 1.14265e-05, -0.00159384, 1.14294e-05, 0.000685034
1.14486e-05, 0.00588729, 1.14421e-05, -0.00204922, 1.14451e-05, 0.000685034
1.14642e-05, 0.00543442, 1.14577e-05, -0.00216307, 1.14607e-05, 0.00045669
1.14798e-05, 0.00498155, 1.14734e-05, -0.00113846, 1.14763e-05, -0.000114172
1.14954e-05, 0.00387769, 1.1489e-05, -0.000113846, 1.14919e-05, 0.000114172
1.15111e-05, 0.00189639, 1.15046e-05, 0.000683075, 1.15076e-05, -0.000228345
1.15267e-05, 0.000509477, 1.15202e-05, 0.00148, 1.15232e-05, -0.00045669
1.15423e-05, -0.000707607, 1.15359e-05, 0.00284614, 1.15388e-05, -0.000570862
1.15579e-05, -0.00166995, 1.15515e-05, 0.00384229, 1.15544e-05, -0.000884836
1.15736e-05, -0.00206621, 1.15671e-05, 0.00498075, 1.15701e-05, -0.000228345
1.15892e-05, -0.00232095, 1.15827e-05, 0.00611921, 1.15857e-05, -2.85431e-05
1.16048e-05, -0.0026606, 1.15984e-05, 0.00702998, 1.16013e-05, 0.000171259
1.16204e-05, -0.00161334, 1.1614e-05, 0.00831074, 1.16169e-05, -0.000570862
1.16361e-05, -0.00118878, 1.16296e-05, 0.00853843, 1.16326e-05, -0.000656491
1.16517e-05, -0.00121708, 1.16452e-05, 0.00910766, 1.16482e-05, -0.000342517
1.16673e-05, -0.000566086, 1.16609e-05, 0.0094492, 1.16638e-05, -0.000256888
1.16829e-05, -0.000311347, 1.16765e-05, 0.0094492, 1.16794e-05, -0.000513776
1.16986e-05, -8.49129e-05, 1.16921e-05, 0.00865228, 1.16951e-05, -0.000228345
1.17142e-05, 0.000226434, 1.17077e-05, 0.00808305, 1.17107e-05, -0.000114172
1.17298e-05, 0.000141521, 1.17234e-05, 0.00626152, 1.17263e-05, 0.00045669
1.17454e-05, 0.00059439, 1.1739e-05, 0.00409845, 1.17419e-05, 0.000656491
1.17611e-05, 0.000934041, 1.17546e-05, 0.00216307, 1.17576e-05, -0.000256888
1.17767e-05, 0.000367956, 1.17702e-05, 0.000683075, 1.17732e-05, -0.000941922
1.17923e-05, 2.83043e-05, 1.17859e-05, -0.000683075, 1.17888e-05, -0.000256888
1.18079e-05, 0.000339651, 1.18015e-05, -0.00182153, 1.18044e-05, 0.000656491
1.18236e-05, -0.000226434, 1.18171e-05, -0.00250461, 1.18201e-05, -2.85431e-05
1.18392e-05, 0.000113217, 1.18327e-05, -0.00284614, 1.18357e-05, 8.56293e-05
1.18548e-05, 0.000339651, 1.18484e-05, -0.0027323, 1.18513e-05, 0.000199802
1.18704e-05, 0.000566086, 1.1864e-05, -0.00239076, 1.18669e-05, 0.000542319
1.18861e-05, 0.00079252, 1.18796e-05, -0.00196384, 1.18826e-05, 0.000656491
1.19017e-05, 0.000566086, 1.18952e-05, -0.00150846, 1.18982e-05, 0.000428147
1.19173e-05, 0.000452869, 1.19109e-05, -0.00139461, 1.19138e-05, 0.000542319
1.19329e-05, 0.000452869, 1.19265e-05, -0.000939228, 1.19294e-05, 8.56293e-05
1.19486e-05, 0.000226434, 1.19421e-05, -0.000825382, 1.19451e-05, -0.00037106
1.19642e-05, -0.000226434, 1.19577e-05, -0.000711536, 1.19607e-05, 0.000199802
1.19798e-05, -0.000113217, 1.19734e-05, -0.000227692, 1.19763e-05, -0.000142716
1.19954e-05, -0.000339651, 1.1989e-05, -0.00113846, 1.19919e-05, -0.000142716
1.20111e-05, -0.000339651, 1.20046e-05, -0.00102461, 1.20076e-05, 0.000313974
1.20267e-05, -0.000226434, 1.20202e-05, -0.00113846, 1.20232e-05, 0.000428147
1.20423e-05, -0.00079252, 1.20359e-05, -0.0012523, 1.20388e-05, -2.85431e-05
1.20579e-05, -0.00101895, 1.20515e-05, -0.00136615, 1.20544e-05, -0.000228345
1.20736e-05, -0.000566086, 1.20671e-05, -0.00102461, 1.20701e-05, 0.000342517
1.20892e-05, -0.00101895, 1.20827e-05, -0.00182153, 1.20857e-05, 8.56293e-05
1.21048e-05, -0.000905737, 1.20984e-05, -0.00159384, 1.21013e-05, -0.000256888
1.21204e-05, -0.000679303, 1.2114e-05, -0.0012523, 1.21169e-05, 0.000428147
1.21361e-05, -0.00124539, 1.21296e-05, -0.0016223, 1.21326e-05, 8.56293e-05
1.21517e-05, -0.00135861, 1.21452e-05, -0.00148, 1.21482e-05, -0.000485233
1.21673e-05, -0.000905737, 1.21609e-05, -0.00170769, 1.21638e-05, -0.000142716
1.21829e-05, -0.000339651, 1.21765e-05, -0.00219153, 1.21794e-05, 0.000428147
1.21986e-05, 0.000113217, 1.21921e-05, -0.00219153, 1.21951e-05, 0.000542319
1.22142e-05, 0.000113217, 1.22077e-05, -0.00221999, 1.22107e-05, -0.000256888
1.22298e-05, 0.000905737, 1.22234e-05, -0.00210615, 1.22263e-05, 8.56293e-05
1.22454e-05, 0.00169826, 1.2239e-05, -0.00207769, 1.22419e-05, 0.000428147
1.22611e-05, 0.00158504, 1.22546e-05, -0.00148, 1.22576e-05, 0.000513776
1.22767e-05, 0.00181147, 1.22702e-05, -0.00148, 1.22732e-05, 0.000313974
1.22923e-05, 0.00212282, 1.22859e-05, -0.000939228, 1.22888e-05, 0.00045669
1.23079e-05, 0.00181147, 1.23015e-05, -0.00019923, 1.23044e-05, 0.000313974
1.23236e-05, 0.00124539, 1.23171e-05, 0.00105307, 1.23201e-05, 8.56293e-05
1.23392e-05, 0.000962346, 1.23327e-05, 0.00204922, 1.23357e-05, 0.000114172
1.23548e-05, 0.000509477, 1.23484e-05, 0.00204922, 1.23513e-05, 0
1.23704e-05, 5.66086e-05, 1.2364e-05, 0.00250461, 1.23669e-05, 0.000114172
1.23861e-05, 0.000367956, 1.23796e-05, 0.00352922, 1.23826e-05, 5.70862e-05
1.24017e-05, -0.000113217, 1.23952e-05, 0.00443999, 1.23982e-05, -0.000485233
1.24173e-05, 5.66086e-05, 1.24109e-05, 0.00648921, 1.24138e-05, -0.000399603
1.24329e-05, -5.66086e-05, 1.24265e-05, 0.0094492, 1.24294e-05, 0.000285431
1.24486e-05, -0.00019813, 1.24421e-05, 0.0127507, 1.24451e-05, 0.000542319
1.24642e-05, -0.000339651, 1.24577e-05, 0.0164223, 1.24607e-05, 0.000656491
1.24798e-05, -0.00059439, 1.24734e-05, 0.0191546, 1.24763e-05, 0.000542319
1.24954e-05, -0.000339651, 1.2489e-05, 0.0205207, 1.24919e-05, -2.85431e-05
1.25111e-05, -0.000367956, 1.25046e-05, 0.0205207, 1.25076e-05, -0.000485233
1.25267e-05, -0.000367956, 1.25202e-05, 0.0196953, 1.25232e-05, -0.000142716
1.25423e-05, -0.000452869, 1.25359e-05, 0.016963, 1.25388e-05, 0.000770664
1.25579e-05, -0.000339651, 1.25515e-05, 0.0124092, 1.25544e-05, 0.000884836
1.25736e-05, 0, 1.25671e-05, 0.00717228, 1.25701e-05, 0.000656491
1.25892e-05, 0, 1.25827e-05, 0.0012523, 1.25857e-05, 0.000428147
1.26048e-05, -0.00079252, 1.25984e-05, -0.00409845, 1.26013e-05, 0.000428147
1.26204e-05, -0.000254739, 1.2614e-05, -0.0094492, 1.26169e-05, 0.00122735
1.26361e-05, -2.83043e-05, 1.26296e-05, -0.0137753, 1.26326e-05, 0.000399603
1.26517e-05, -0.000141521, 1.26452e-05, -0.0160523, 1.26482e-05, 0.000171259
1.26673e-05, -2.83043e-05, 1.26609e-05, -0.0176461, 1.26638e-05, 0.000256888
1.26829e-05, 0.000339651, 1.26765e-05, -0.0177599, 1.26794e-05, -0.000313974
1.26986e-05, 0.000566086, 1.26921e-05, -0.0160523, 1.26951e-05, -0.000799207
1.27142e-05, 0.000226434, 1.27077e-05, -0.014003, 1.27107e-05, -0.000627948
1.27298e-05, 0.000452869, 1.27234e-05, -0.0113846, 1.27263e-05, -0.000542319
1.27454e-05, 0.00113217, 1.2739e-05, -0.00887997, 1.27419e-05, -0.000685034
1.27611e-05, 0.000566086, 1.27546e-05, -0.0063469, 1.27576e-05, -0.000685034
1.27767e-05, 0.000339651, 1.27702e-05, -0.00406999, 1.27732e-05, -0.000685034
1.27923e-05, 0.000566086, 1.27859e-05, -0.0023623, 1.27888e-05, -0.00045669
1.28079e-05, 0.000679303, 1.28015e-05, -0.00179307, 1.28044e-05, -0.000256888
1.28236e-05, 0.000452869, 1.28171e-05, -0.00122384, 1.28201e-05, -0.000485233
1.28392e-05, 0.000566086, 1.28327e-05, -0.000996151, 1.28357e-05, -0.000142716
1.28548e-05, 0.00079252, 1.28484e-05, -0.00145153, 1.28513e-05, -2.85431e-05
1.28704e-05, 0.000566086, 1.2864e-05, -0.00113846, 1.28669e-05, -0.000142716
1.28861e-05, 0.000226434, 1.28796e-05, -0.00102461, 1.28826e-05, 0.000428147
1.29017e-05, 0, 1.28952e-05, -0.000569229, 1.28982e-05, 0.00111318
1.29173e-05, 0.000452869, 1.29109e-05, -0.000341537, 1.29138e-05, 0.000999009
1.29329e-05, 8.49129e-05, 1.29265e-05, -0.000227692, 1.29294e-05, 0.00111318
1.29486e-05, -0.000141521, 1.29421e-05, 0.000569229, 1.29451e-05, 0.00202656
1.29642e-05, -0.000141521, 1.29577e-05, 0.000882305, 1.29607e-05, 0.0014557
1.29798e-05, -0.000339651, 1.29734e-05, 0.00148, 1.29763e-05, 0.00114172
1.29954e-05, 8.49129e-05, 1.2989e-05, 0.0012523, 1.29919e-05, 0.00171259
1.30111e-05, -0.000169826, 1.30046e-05, 0.00153692, 1.30076e-05, 0.00182676
1.30267e-05, -0.00059439, 1.30202e-05, 0.00187846, 1.30232e-05, 0.0012559
1.30423e-05, -0.000566086, 1.30359e-05, 0.00102461, 1.30388e-05, 0.000913379
1.30579e-05, -2.83043e-05, 1.30515e-05, 0.000426922, 1.30544e-05, 0.000685034
1.30736e-05, -5.66086e-05, 1.30671e-05, 0, 1.30701e-05, -0.000256888
1.30892e-05, 0.000283043, 1.30827e-05, -0.000170769, 1.30857e-05, -0.000941922
1.31048e-05, 0.000226434, 1.30984e-05, -0.00039846, 1.31013e-05, -0.000713578
1.31204e-05, -0.000141521, 1.3114e-05, 2.84614e-05, 1.31169e-05, -0.000941922
1.31361e-05, 0.000679303, 1.31296e-05, 0.00059769, 1.31326e-05, -0.00148424
1.31517e-05, 0.0013303, 1.31452e-05, -0.000483845, 1.31482e-05, -0.00137007
1.31673e-05, 0.00147182, 1.31609e-05, 0, 1.31638e-05, -0.000913379
1.31829e-05, 0.00135861, 1.31765e-05, 0.00170769, 1.31794e-05, -0.00128444
1.31986e-05, 0.00124539, 1.31921e-05, 0.00224845, 1.31951e-05, -0.000713578
1.32142e-05, 0.000877433, 1.32077e-05, 0.00224845, 1.32107e-05, -0.00045669
1.32298e-05, 0.00079252, 1.32234e-05, 0.00250461, 1.32263e-05, -0.000342517
1.32454e-05, 0.000764216, 1.3239e-05, 0.00250461, 1.32419e-05, -0.000342517
1.32611e-05, 0.000537781, 1.32546e-05, 0.00204922, 1.32576e-05, -0.00037106
1.32767e-05, 0.00019813, 1.32702e-05, 0.00204922, 1.32732e-05, -0.000142716
1.32923e-05, -0.000141521, 1.32859e-05, 0.00216307, 1.32888e-05, 0.000199802
1.33079e-05, -2.83043e-05, 1.33015e-05, 0.00145153, 1.33044e-05, 0.000313974
1.33236e-05, -0.000481173, 1.33171e-05, 0.000910766, 1.33201e-05, 0.000313974
1.33392e-05, -0.00206621, 1.33327e-05, 0.00113846, 1.33357e-05, 0.000428147
1.33548e-05, -0.00240586, 1.33484e-05, 0.000455383, 1.33513e-05, 0.000199802
1.33704e-05, -0.00274552, 1.3364e-05, -0.000113846, 1.33669e-05, 0.000313974
1.33861e-05, -0.00300025, 1.33796e-05, 0, 1.33826e-05, 0.000770664
1.34017e-05, -0.00322669, 1.33952e-05, 0.000540767, 1.33982e-05, 0.000770664
1.34173e-05, -0.00203791, 1.34109e-05, -2.84614e-05, 1.34138e-05, 0.000428147
1.34329e-05, -0.000820824, 1.34265e-05, 0.000341537, 1.34294e-05, 0.000770664
1.34486e-05, -0.000226434, 1.34421e-05, 0.00079692, 1.34451e-05, 0.00122735
1.34642e-05, 0.000283043, 1.34577e-05, 0.000569229, 1.34607e-05, 0.000428147
